x,y,t_h,T_K,alpha,q_Wm3
0.15,0.25,6.6666665,297.48813,0.2207753,1203.9425
0.15,0.25,7.179487,297.80518,0.23543826,1178.8634
0.15,0.25,7.6923075,298.10806,0.24979512,1154.1968
0.15,0.25,8.205129,298.39688,0.26385102,1129.9431
0.15,0.25,8.717949,298.67188,0.2776108,1106.1008
0.15,0.25,9.230769,298.93317,0.29107976,1082.6686
0.15,0.25,9.743589,299.18103,0.3042628,1059.6447
0.15,0.25,10.256411,299.41565,0.317165,1037.0267
0.15,0.25,10.769231,299.6372,0.32979128,1014.8127
0.15,0.25,11.282051,299.8459,0.34214664,992.9996
0.15,0.25,11.794871,300.04187,0.35423595,971.58466
0.15,0.25,12.307693,300.22534,0.36606422,950.5647
0.15,0.25,12.820513,300.39645,0.3776361,929.9363
0.15,0.25,13.333333,300.5555,0.38895652,909.6956
0.15,0.25,13.846154,300.70258,0.40003023,889.8392
0.15,0.25,14.358974,300.8379,0.4108618,870.36285
0.15,0.25,14.871795,300.9616,0.42145604,851.2626
0.15,0.25,15.384615,301.07394,0.43181744,832.5337
0.15,0.25,15.897436,301.17502,0.44195062,814.1722
0.15,0.25,16.410257,301.26505,0.4518601,796.1733
0.15,0.25,16.923077,301.34415,0.46155024,778.53235
0.15,0.25,17.435898,301.4126,0.47102547,761.24475
0.15,0.25,17.948717,301.47046,0.48029,744.30566
0.15,0.25,18.461538,301.518,0.48934823,727.70984
0.15,0.25,18.97436,301.55536,0.49820426,711.4526
0.15,0.25,19.487179,301.58267,0.5068622,695.52893
0.15,0.25,20.0,301.60007,0.51532626,679.9337
0.15,0.27,0.0,291.7372,0.0,1566.5859
0.15,0.27,0.51282054,292.2568,0.01909428,1536.296
0.15,0.27,1.0256411,292.75977,0.03781811,1506.3848
0.15,0.27,1.5384616,293.24628,0.05617608,1476.8586
0.15,0.27,2.0512822,293.71658,0.07417309,1447.7229
0.15,0.27,2.5641026,294.17078,0.091814,1418.9824
0.15,0.27,3.0769231,294.6092,0.109103486,1390.6409
0.15,0.27,3.5897436,295.03198,0.12604678,1362.7023
0.15,0.27,4.1025643,295.43927,0.14264867,1335.1696
0.15,0.27,4.6153846,295.83136,0.15891416,1308.0455
0.15,0.27,5.1282053,296.20834,0.17484838,1281.3319
0.15,0.27,5.6410255,296.5705,0.19045632,1255.03
0.15,0.27,6.1538463,296.918,0.20574309,1229.1407
0.15,0.27,6.6666665,297.25098,0.22071381,1203.6649
0.15,0.27,7.179487,297.5697,0.23537353,1178.6027
0.15,0.27,7.6923075,297.87436,0.24972722,1153.9531
0.15,0.27,8.205129,298.1651,0.26378018,1129.7161
0.15,0.27,8.717949,298.44214,0.27753735,1105.8901
0.15,0.27,9.230769,298.7057,0.29100376,1082.474
0.15,0.27,9.743589,298.9559,0.30418447,1059.4655
0.15,0.27,10.256411,299.1929,0.31708455,1036.8627
0.15,0.27,10.769231,299.41705,0.32970896,1014.6633
0.15,0.27,11.282051,299.62836,0.34206253,992.8647
0.15,0.27,11.794871,299.82715,0.3541503,971.4636
0.15,0.27,12.307693,300.0135,0.3659771,950.45703
0.15,0.27,12.820513,300.18762,0.37754774,929.8413
0.15,0.27,13.333333,300.34973,0.38886717,909.61316
0.15,0.27,13.846154,300.49997,0.39993984,889.7686
0.15,0.27,14.358974,300.63852,0.41077068,870.3037
0.15,0.27,14.871795,300.76556,0.42136422,851.2141
0.15,0.27,15.384615,300.8813,0.43172514,832.4956
0.15,0.27,15.897436,300.98587,0.441858,814.14404
0.15,0.27,16.410257,301.07944,0.45176706,796.1546
0.15,0.27,16.923077,301.16217,0.46145713,778.5227
0.15,0.27,17.435898,301.23434,0.47093222,761.2436
0.15,0.27,17.948717,301.2959,0.48019677,744.31244
0.15,0.27,18.461538,301.34723,0.48925513,727.72437
0.15,0.27,18.97436,301.3884,0.49811137,711.4743
0.15,0.27,19.487179,301.41962,0.50676966,695.55756
0.15,0.27,20.0,301.44095,0.5152342,679.9687
0.15,0.29,0.0,291.43405,0.0,1565.9835
0.15,0.29,0.51282054,291.95285,0.01908698,1535.7101
0.15,0.29,1.0256411,292.45523,0.037803613,1505.8168
0.15,0.29,1.5384616,292.9415,0.056154802,1476.3096
0.15,0.29,2.0512822,293.41174,0.07414514,1447.1936
0.15,0.29,2.5641026,293.86612,0.09177963,1418.4731
0.15,0.29,3.0769231,294.30493,0.10906307,1390.153
0.15,0.29,3.5897436,294.72827,0.1260004,1362.2361
0.15,0.29,4.1025643,295.1364,0.14259666,1334.7253
0.15,0.29,4.6153846,295.52945,0.1588569,1307.6233
0.15,0.29,5.1282053,295.90765,0.174786,1280.9315
0.15,0.29,5.6410255,296.27115,0.19038925,1254.6515
0.15,0.29,6.1538463,296.62018,0.20567149,1228.7845
0.15,0.29,6.6666665,296.9549,0.22063792,1203.3304
0.15,0.29,7.179487,297.27548,0.23529363,1178.2894
0.15,0.29,7.6923075,297.58212,0.24964362,1153.661
0.15,0.29,8.205129,297.87506,0.2636931,1129.4446
0.15,0.29,8.717949,298.1544,0.277447,1105.6387
0.15,0.29,9.230769,298.42044,0.29091057,1082.2422
0.15,0.29,9.743589,298.6732,0.30408853,1059.2529
0.15,0.29,10.256411,298.91296,0.31698602,1036.6688
0.15,0.29,10.769231,299.1399,0.32960814,1014.4873
0.15,0.29,11.282051,299.3542,0.34195974,992.70593
0.15,0.29,11.794871,299.55597,0.35404563,971.32166
0.15,0.29,12.307693,299.74554,0.36587083,950.3312
0.15,0.29,12.820513,299.9229,0.37744,929.73114
0.15,0.29,13.333333,300.0884,0.38875806,909.51776
0.15,0.29,13.846154,300.24213,0.39982975,889.68744
0.15,0.29,14.358974,300.3842,0.41065958,870.2362
0.15,0.29,14.871795,300.5149,0.4212525,851.15967
0.15,0.29,15.384615,300.63437,0.4316128,832.4537
0.15,0.29,15.897436,300.74274,0.44174507,814.1139
0.15,0.29,16.410257,300.84015,0.451654,796.1356
0.15,0.29,16.923077,300.92685,0.4613438,778.51434
0.15,0.29,17.435898,301.00293,0.47081882,761.24536
0.15,0.29,17.948717,301.06863,0.48008347,744.32385
0.15,0.29,18.461538,301.12408,0.48914212,727.7447
0.15,0.29,18.97436,301.16943,0.49799865,711.50323
0.15,0.29,19.487179,301.20483,0.50665736,695.59436
0.15,0.29,20.0,301.23053,0.51512223,680.0131
0.15,0.31,0.0,291.07117,0.0,1565.2565
0.15,0.31,0.51282054,291.5893,0.019078165,1535.0056
0.15,0.31,1.0256411,292.09134,0.037786245,1505.1357
0.15,0.31,1.5384616,292.5774,0.056129195,1475.6532
0.15,0.31,2.0512822,293.04767,0.074111655,1446.5626
0.15,0.31,2.5641026,293.50244,0.09173853,1417.8685
0.15,0.31,3.0769231,293.94177,0.10901467,1389.5747
0.15,0.31,3.5897436,294.36584,0.12594512,1361.6844
0.15,0.31,4.1025643,294.77493,0.14253476,1334.201
0.15,0.31,4.6153846,295.16916,0.15878868,1307.1259
0.15,0.31,5.1282053,295.54874,0.17471184,1280.4612
0.15,0.31,5.6410255,295.91376,0.1903094,1254.2079
0.15,0.31,6.1538463,296.26453,0.20558637,1228.3672
0.15,0.31,6.6666665,296.6011,0.2205478,1202.9391
0.15,0.31,7.179487,296.92377,0.23519887,1177.9238
0.15,0.31,7.6923075,297.23267,0.24954458,1153.3206
0.15,0.31,8.205129,297.52792,0.26359004,1129.1285
0.15,0.31,8.717949,297.80988,0.27734017,1105.3468
0.15,0.31,9.230769,298.07855,0.29080015,1081.9734
0.15,0.31,9.743589,298.3341,0.30397502,1059.0068
0.15,0.31,10.256411,298.57687,0.31686974,1036.4446
0.15,0.31,10.769231,298.80692,0.3294892,1014.2843
0.15,0.31,11.282051,299.02438,0.34183833,992.5234
0.15,0.31,11.794871,299.22955,0.35392213,971.1586
0.15,0.31,12.307693,299.42252,0.36574534,950.18713
0.15,0.31,12.820513,299.60352,0.37731296,929.6052
0.15,0.31,13.333333,299.77255,0.38862962,909.4094
0.15,0.31,13.846154,299.93005,0.39970005,889.5956
0.15,0.31,14.358974,300.07602,0.41052884,870.1601
0.15,0.31,14.871795,300.2106,0.42112082,851.09875
0.15,0.31,15.384615,300.334,0.43148053,832.4073
0.15,0.31,15.897436,300.44656,0.4416124,814.0812
0.15,0.31,16.410257,300.54813,0.4515209,796.1159
0.15,0.31,16.923077,300.63907,0.4612105,778.507
0.15,0.31,17.435898,300.7195,0.47068563,761.24963
0.15,0.31,17.948717,300.78958,0.47995037,744.33923
0.15,0.31,18.461538,300.84952,0.48900923,727.77045
0.15,0.31,18.97436,300.89932,0.49786615,711.5389
0.15,0.31,19.487179,300.93933,0.5065254,695.6393
0.15,0.31,20.0,300.96957,0.5149909,680.0667
0.15,0.33,0.0,290.65012,0.0,1564.4071
0.15,0.33,0.51282054,291.16766,0.019067891,1534.1842
0.15,0.33,1.0256411,291.66937,0.037766114,1504.3442
0.15,0.33,1.5384616,292.1554,0.056099467,1474.8916
0.15,0.33,2.0512822,292.62592,0.07407275,1445.8322
0.15,0.33,2.5641026,293.0811,0.09169076,1417.1693
0.15,0.33,3.0769231,293.52106,0.1089585,1388.9077
0.15,0.33,3.5897436,293.94608,0.12588099,1361.0494
0.15,0.33,4.1025643,294.35626,0.142463,1333.5978
0.15,0.33,4.6153846,294.7518,0.15870968,1306.5547
0.15,0.33,5.1282053,295.13284,0.174626,1279.9216
0.15,0.33,5.6410255,295.4996,0.19021714,1253.6997
0.15,0.33,6.1538463,295.85223,0.20548795,1227.8898
0.15,0.33,6.6666665,296.19092,0.22044376,1202.4922
0.15,0.33,7.179487,296.51584,0.23508951,1177.5066
0.15,0.33,7.6923075,296.8272,0.24943021,1152.9324
0.15,0.33,8.205129,297.12506,0.26347107,1128.7688
0.15,0.33,8.717949,297.40976,0.27721706,1105.0145
0.15,0.33,9.230769,297.68127,0.29067308,1081.668
0.15,0.33,9.743589,297.93997,0.3038443,1058.7273
0.15,0.33,10.256411,298.18588,0.31673574,1036.1902
0.15,0.33,10.769231,298.41925,0.3293522,1014.05414
0.15,0.33,11.282051,298.64017,0.34169868,992.31665
0.15,0.33,11.794871,298.84894,0.35378006,970.9744
0.15,0.33,12.307693,299.0455,0.36560112,950.0247
0.15,0.33,12.820513,299.23032,0.37716693,929.46344
0.15,0.33,13.333333,299.40332,0.38848191,909.28735
0.15,0.33,13.846154,299.5648,0.3995509,889.49274
0.15,0.33,14.358974,299.71487,0.4103787,870.0754
0.15,0.33,14.871795,299.85373,0.42096972,851.0313
0.15,0.33,15.384615,299.9815,0.43132865,832.35614
0.15,0.33,15.897436,300.09827,0.44145995,814.0457
0.15,0.33,16.410257,300.20438,0.4513681,796.09534
0.15,0.33,16.923077,300.2999,0.46105763,778.5004
0.15,0.33,17.435898,300.3849,0.47053272,761.2564
0.15,0.33,17.948717,300.45966,0.47979766,744.3583
0.15,0.33,18.461538,300.52432,0.48885673,727.8015
0.15,0.33,18.97436,300.57898,0.49771416,711.58093
0.15,0.33,19.487179,300.6238,0.50637394,695.69183
0.15,0.33,20.0,300.65903,0.5148401,680.129
0.15,0.35,0.0,290.17236,0.0,1563.4377
0.15,0.35,0.51282054,290.68945,0.019056156,1533.2491
0.15,0.35,1.0256411,291.19095,0.037743114,1503.4437
0.15,0.35,1.5384616,291.67694,0.05606562,1474.0272
0.15,0.35,2.0512822,292.14774,0.07402842,1445.0039
0.15,0.35,2.5641026,292.60352,0.091636516,1416.3784
0.15,0.35,3.0769231,293.04422,0.108894765,1388.1531
0.15,0.35,3.5897436,293.47025,0.12580812,1360.3322
0.15,0.35,4.1025643,293.88162,0.14238158,1332.917
0.15,0.35,4.6153846,294.27866,0.15862006,1305.9106
0.15,0.35,5.1282053,294.66135,0.17452872,1279.3137
0.15,0.35,5.6410255,295.03,0.19011256,1253.1273
0.15,0.35,6.1538463,295.3847,0.2053766,1227.3528
0.15,0.35,6.6666665,295.72565,0.22032599,1201.9895
0.15,0.35,7.179487,296.053,0.23496574,1177.0375
0.15,0.35,7.6923075,296.36694,0.24930087,1152.4965
0.15,0.35,8.205129,296.66757,0.2633366,1128.3647
0.15,0.35,8.717949,296.9552,0.2770777,1104.642
0.15,0.35,9.230769,297.2299,0.29052943,1081.3257
0.15,0.35,9.743589,297.49173,0.3036966,1058.4143
0.15,0.35,10.256411,297.7411,0.31658435,1035.9055
0.15,0.35,10.769231,297.97794,0.3291975,1013.7969
0.15,0.35,11.282051,298.20258,0.34154096,992.08575
0.15,0.35,11.794871,298.4151,0.35361964,970.7689
0.15,0.35,12.307693,298.6157,0.3654384,949.8434
0.15,0.35,12.820513,298.80447,0.37700206,929.3055
0.15,0.35,13.333333,298.98163,0.38831523,909.15173
0.15,0.35,13.846154,299.14737,0.39938274,889.3783
0.15,0.35,14.358974,299.30185,0.41020912,869.98145
0.15,0.35,14.871795,299.4451,0.42079917,850.9566
0.15,0.35,15.384615,299.57748,0.4311573,832.30005
0.15,0.35,15.897436,299.69894,0.44128805,814.007
0.15,0.35,16.410257,299.80978,0.4511958,796.0733
0.15,0.35,16.923077,299.9101,0.46088517,778.4941
0.15,0.35,17.435898,300.00006,0.4703602,761.2649
0.15,0.35,17.948717,300.07977,0.47962534,744.38086
0.15,0.35,18.461538,300.14948,0.48868495,727.8373
0.15,0.35,18.97436,300.20926,0.49754283,711.62915
0.15,0.35,19.487179,300.25928,0.50620323,695.7517
0.15,0.35,20.0,300.29968,0.51467025,680.1999
0.15,0.37,0.0,289.63947,0.0,1562.3518
0.15,0.37,0.51282054,290.1561,0.019043013,1532.2024
0.15,0.37,1.0256411,290.65738,0.037717298,1502.4379
0.15,0.37,1.5384616,291.14355,0.056027703,1473.062
0.15,0.37,2.0512822,291.61472,0.07397892,1444.0802
0.15,0.37,2.5641026,292.07104,0.09157586,1415.4962
0.15,0.37,3.0769231,292.51266,0.10882352,1387.313
0.15,0.37,3.5897436,292.9398,0.12572682,1359.5338
0.15,0.37,4.1025643,293.3525,0.14229068,1332.16
0.15,0.37,4.6153846,293.75104,0.15852013,1305.1945
0.15,0.37,5.1282053,294.13562,0.1744202,1278.6383
0.15,0.37,5.6410255,294.50623,0.18999594,1252.492
0.15,0.37,6.1538463,294.86313,0.20525242,1226.7566
0.15,0.37,6.6666665,295.20645,0.22019473,1201.4319
0.15,0.37,7.179487,295.53638,0.2348279,1176.5175
0.15,0.37,7.6923075,295.85306,0.2491568,1152.0131
0.15,0.37,8.205129,296.15668,0.26318678,1127.9174
0.15,0.37,8.717949,296.4474,0.27692264,1104.2291
0.15,0.37,9.230769,296.7253,0.29036948,1080.9465
0.15,0.37,9.743589,296.9907,0.3035322,1058.0677
0.15,0.37,10.256411,297.2436,0.3164159,1035.5905
0.15,0.37,10.769231,297.48416,0.32902533,1013.5123
0.15,0.37,11.282051,297.71274,0.34136546,991.8304
0.15,0.37,11.794871,297.92923,0.3534412,970.5417
0.15,0.37,12.307693,298.13397,0.36525732,949.643
0.15,0.37,12.820513,298.32703,0.3768186,929.13116
0.15,0.37,13.333333,298.5086,0.38812983,909.00195
0.15,0.37,13.846154,298.67886,0.3991956,889.25214
0.15,0.37,14.358974,298.83792,0.41002065,869.87787
0.15,0.37,14.871795,298.9859,0.42060947,850.8747
0.15,0.37,15.384615,299.12305,0.4309667,832.23834
0.15,0.37,15.897436,299.24945,0.44109684,813.9647
0.15,0.37,16.410257,299.3653,0.45100436,796.0493
0.15,0.37,16.923077,299.47067,0.46069333,778.48755
0.15,0.37,17.435898,299.56583,0.47016853,761.2747
0.15,0.37,17.948717,299.6508,0.47943383,744.4063
0.15,0.37,18.461538,299.72577,0.48849374,727.8774
0.15,0.37,18.97436,299.791,0.4973522,711.68304
0.15,0.37,19.487179,299.84647,0.50601333,695.8185
0.15,0.37,20.0,299.89243,0.51448137,680.27875
0.15,0.39,0.0,289.05286,0.0,1561.1511
0.15,0.39,0.51282054,289.5691,0.019028515,1531.0465
0.15,0.39,1.0256411,290.07025,0.037688874,1501.3273
0.15,0.39,1.5384616,290.5566,0.055985875,1471.9978
0.15,0.39,2.0512822,291.02817,0.07392432,1443.0625
0.15,0.39,2.5641026,291.48517,0.09150905,1414.525
0.15,0.39,3.0769231,291.92776,0.10874498,1386.3884
0.15,0.39,3.5897436,292.35605,0.12563716,1358.6552
0.15,0.39,4.1025643,292.7702,0.14219049,1331.3275
0.15,0.39,4.6153846,293.17044,0.15841004,1304.4073
0.15,0.39,5.1282053,293.55682,0.17430066,1277.896
0.15,0.39,5.6410255,293.92953,0.18986756,1251.7942
0.15,0.39,6.1538463,294.28876,0.20511574,1226.1019
0.15,0.39,6.6666665,294.63464,0.22005025,1200.8193
0.15,0.39,7.179487,294.96725,0.23467603,1175.9468
0.15,0.39,7.6923075,295.2869,0.24899825,1151.4827
0.15,0.39,8.205129,295.5936,0.26302198,1127.4263
0.15,0.39,8.717949,295.88757,0.276752,1103.7761
0.15,0.39,9.230769,296.1689,0.29019344,1080.5306
0.15,0.39,9.743589,296.4379,0.30335128,1057.6876
0.15,0.39,10.256411,296.69458,0.31623042,1035.2449
0.15,0.39,10.769231,296.9391,0.3288359,1013.2002
0.15,0.39,11.282051,297.17166,0.34117243,991.5502
0.15,0.39,11.794871,297.39243,0.35324484,970.29254
0.15,0.39,12.307693,297.60147,0.36505812,949.42346
0.15,0.39,12.820513,297.799,0.3766169,928.93964
0.15,0.39,13.333333,297.98523,0.38792595,908.8377
0.15,0.39,13.846154,298.16016,0.39898986,889.114
0.15,0.39,14.358974,298.32404,0.40981328,869.76434
0.15,0.39,14.871795,298.47702,0.42040092,850.7846
0.15,0.39,15.384615,298.61923,0.43075722,832.17065
0.15,0.39,15.897436,298.75073,0.44088668,813.9184
0.15,0.39,16.410257,298.8718,0.4507936,796.0232
0.15,0.39,16.923077,298.98257,0.46048242,778.48047
0.15,0.39,17.435898,299.0831,0.46995765,761.2856
0.15,0.39,17.948717,299.17358,0.4792232,744.4342
0.15,0.39,18.461538,299.25418,0.48828357,727.9212
0.15,0.39,18.97436,299.32504,0.49714267,711.74207
0.15,0.39,19.487179,299.38626,0.50580466,695.8917
0.15,0.39,20.0,299.438,0.51427364,680.3653
0.17,0.01,0.0,289.6614,0.0,1562.0352
0.17,0.01,0.51282054,290.20337,0.019040719,1532.1461
0.17,0.01,1.0256411,290.72653,0.037715785,1502.6053
0.17,0.01,1.5384616,291.23117,0.056029476,1473.4218
0.17,0.01,2.0512822,291.71765,0.07398612,1444.6028
0.17,0.01,2.5641026,292.18622,0.09159041,1416.155
0.17,0.01,3.0769231,292.6371,0.108846836,1388.0839
0.17,0.01,3.5897436,293.0705,0.1257602,1360.395
0.17,0.01,4.1025643,293.48676,0.14233506,1333.093
0.17,0.01,4.6153846,293.88614,0.15857637,1306.1816
0.17,0.01,5.1282053,294.26883,0.17448887,1279.6646
0.17,0.01,5.6410255,294.6352,0.19007747,1253.5438
0.17,0.01,6.1538463,294.9854,0.20534697,1227.8217
0.17,0.01,6.6666665,295.31976,0.22030242,1202.5
0.17,0.01,7.179487,295.63846,0.23494864,1177.5793
0.17,0.01,7.6923075,295.94177,0.24929059,1153.0608
0.17,0.01,8.205129,296.22998,0.26333338,1128.9438
0.17,0.01,8.717949,296.5033,0.27708167,1105.2286
0.17,0.01,9.230769,296.7619,0.29054058,1081.9142
0.17,0.01,9.743589,297.0061,0.30371496,1058.999
0.17,0.01,10.256411,297.2361,0.31660986,1036.4822
0.17,0.01,10.769231,297.4522,0.32923004,1014.3616
0.17,0.01,11.282051,297.65457,0.3415804,992.6349
0.17,0.01,11.794871,297.84348,0.35366577,971.2996
0.17,0.01,12.307693,298.01907,0.36549088,950.3533
0.17,0.01,12.820513,298.18158,0.37706065,929.7924
0.17,0.01,13.333333,298.33127,0.3883797,909.6141
0.17,0.01,13.846154,298.46838,0.39945278,889.81476
0.17,0.01,14.358974,298.59305,0.4102844,870.3908
0.17,0.01,14.871795,298.70557,0.42087924,851.3383
0.17,0.01,15.384615,298.8061,0.43124187,832.6533
0.17,0.01,15.897436,298.89487,0.4413768,814.33154
0.17,0.01,16.410257,298.97202,0.4512885,796.3687
0.17,0.01,16.923077,299.03778,0.46098122,778.7605
0.17,0.01,17.435898,299.09238,0.4704594,761.50226
0.17,0.01,17.948717,299.1361,0.4797272,744.58954
0.17,0.01,18.461538,299.169,0.48878914,728.0173
0.17,0.01,18.97436,299.19125,0.49764907,711.78094
0.17,0.01,19.487179,299.20322,0.50631124,695.8757
0.17,0.01,20.0,299.20493,0.5147796,680.2966
0.17,0.03,0.0,290.276,0.0,1563.2767
0.17,0.03,0.51282054,290.81448,0.01905553,1533.3081
0.17,0.03,1.0256411,291.33435,0.037744418,1503.692
0.17,0.03,1.5384616,291.83585,0.05607094,1474.4363
0.17,0.03,2.0512822,292.3192,0.074039735,1445.5481
0.17,0.03,2.5641026,292.78476,0.09165524,1417.0347
0.17,0.03,3.0769231,293.2327,0.108922094,1388.9012
0.17,0.03,3.5897436,293.66333,0.1258452,1361.1531
0.17,0.03,4.1025643,294.0769,0.1424291,1333.795
0.17,0.03,4.6153846,294.47363,0.15867868,1306.8298
0.17,0.03,5.1282053,294.85385,0.17459877,1280.2616
0.17,0.03,5.6410255,295.21774,0.19019446,1254.0928
0.17,0.03,6.1538463,295.56555,0.20547038,1228.3247
0.17,0.03,6.6666665,295.8976,0.22043176,1202.9592
0.17,0.03,7.179487,296.21414,0.23508334,1177.9976
0.17,0.03,7.6923075,296.5153,0.24943025,1153.44
0.17,0.03,8.205129,296.80142,0.26347744,1129.2859
0.17,0.03,8.717949,297.07266,0.2772298,1105.5358
0.17,0.03,9.230769,297.3294,0.2906922,1082.188
0.17,0.03,9.743589,297.57172,0.30386987,1059.2418
0.17,0.03,10.256411,297.79996,0.3167675,1036.6956
0.17,0.03,10.769231,298.01422,0.32939017,1014.5472
0.17,0.03,11.282051,298.21487,0.34174263,992.79443
0.17,0.03,11.794871,298.40213,0.3538298,971.4344
0.17,0.03,12.307693,298.5761,0.36565647,950.46484
0.17,0.03,12.820513,298.7371,0.37722743,929.8825
0.17,0.03,13.333333,298.88528,0.38854748,909.6839
0.17,0.03,13.846154,299.0209,0.3996212,889.86554
0.17,0.03,14.358974,299.14423,0.41045338,870.4238
0.17,0.03,14.871795,299.25534,0.42104858,851.3548
0.17,0.03,15.384615,299.3545,0.43141133,832.6543
0.17,0.03,15.897436,299.4419,0.44154617,814.3181
0.17,0.03,16.410257,299.51788,0.45145753,796.34186
0.17,0.03,16.923077,299.5825,0.46114987,778.7212
0.17,0.03,17.435898,299.63593,0.47062755,761.4514
0.17,0.03,17.948717,299.6784,0.47989473,744.528
0.17,0.03,18.461538,299.71024,0.48895574,727.94604
0.17,0.03,18.97436,299.7314,0.49781471,711.70056
0.17,0.03,19.487179,299.74228,0.5064758,695.78705
0.17,0.03,20.0,299.74298,0.5149431,680.2003
0.17,0.05,0.0,290.8094,0.0,1564.3591
0.17,0.05,0.51282054,291.34473,0.019068465,1534.3192
0.17,0.05,1.0256411,291.8616,0.037769295,1504.6357
0.17,0.05,1.5384616,292.3602,0.05610708,1475.316
0.17,0.05,2.0512822,292.8408,0.07408631,1446.367
0.17,0.05,2.5641026,293.30362,0.09171151,1417.7954
0.17,0.05,3.0769231,293.74905,0.10898744,1389.6073
0.17,0.05,3.5897436,294.1772,0.12591884,1361.8066
0.17,0.05,4.1025643,294.58838,0.1425105,1334.3986
0.17,0.05,4.6153846,294.98285,0.1587672,1307.3867
0.17,0.05,5.1282053,295.3609,0.1746939,1280.7738
0.17,0.05,5.6410255,295.72272,0.19029558,1254.5625
0.17,0.05,6.1538463,296.0686,0.20557703,1228.7544
0.17,0.05,6.6666665,296.39874,0.22054347,1203.351
0.17,0.05,7.179487,296.7134,0.23519975,1178.3534
0.17,0.05,7.6923075,297.01282,0.24955073,1153.762
0.17,0.05,8.205129,297.29733,0.26360172,1129.5759
0.17,0.05,8.717949,297.56696,0.2773574,1105.7954
0.17,0.05,9.230769,297.8222,0.29082295,1082.4193
0.17,0.05,9.743589,298.06302,0.30400318,1059.4464
0.17,0.05,10.256411,298.28983,0.31690326,1036.8746
0.17,0.05,10.769231,298.50284,0.32952794,1014.7021
0.17,0.05,11.282051,298.70224,0.3418821,992.92694
0.17,0.05,11.794871,298.88824,0.35397083,971.54626
0.17,0.05,12.307693,299.06107,0.36579874,950.5568
0.17,0.05,12.820513,299.22092,0.3773708,929.95593
0.17,0.05,13.333333,299.36807,0.38869157,909.7401
0.17,0.05,13.846154,299.50272,0.39976597,889.9055
0.17,0.05,14.358974,299.62503,0.41059852,870.44867
0.17,0.05,14.871795,299.73526,0.42119387,851.3655
0.17,0.05,15.384615,299.83353,0.43155667,832.6518
0.17,0.05,15.897436,299.92017,0.44169146,814.3034
0.17,0.05,16.410257,299.99533,0.45160258,796.31586
0.17,0.05,16.923077,300.05914,0.4612945,778.68475
0.17,0.05,17.435898,300.11188,0.47077164,761.40533
0.17,0.05,17.948717,300.15375,0.48003826,744.47296
0.17,0.05,18.461538,300.1848,0.48909852,727.8826
0.17,0.05,18.97436,300.20547,0.4979567,711.62976
0.17,0.05,19.487179,300.21576,0.50661683,695.70935
0.17,0.05,20.0,300.21585,0.5150832,680.11633
0.17,0.07,0.0,291.26352,0.0,1565.2849
0.17,0.07,0.51282054,291.79602,0.019079417,1535.1826
0.17,0.07,1.0256411,292.3101,0.037790574,1505.4395
0.17,0.07,1.5384616,292.80612,0.056137957,1476.0632
0.17,0.07,2.0512822,293.28424,0.074125946,1447.0613
0.17,0.07,2.5641026,293.74472,0.09175944,1418.4388
0.17,0.07,3.0769231,294.18793,0.109042935,1390.2029
0.17,0.07,3.5897436,294.61392,0.12598142,1362.3568
0.17,0.07,4.1025643,295.02316,0.14257956,1334.9061
0.17,0.07,4.6153846,295.41574,0.15884224,1307.8534
0.17,0.07,5.1282053,295.79193,0.17477447,1281.2023
0.17,0.07,5.6410255,296.15204,0.19038121,1254.9546
0.17,0.07,6.1538463,296.4963,0.20566736,1229.1124
0.17,0.07,6.6666665,296.82492,0.22063798,1203.6766
0.17,0.07,7.179487,297.13806,0.23529801,1178.6486
0.17,0.07,7.6923075,297.43622,0.24965248,1154.0281
0.17,0.07,8.205129,297.71942,0.26370654,1129.8151
0.17,0.07,8.717949,297.98785,0.277465,1106.0089
0.17,0.07,9.230769,298.2419,0.29093304,1082.6086
0.17,0.07,9.743589,298.48175,0.3041155,1059.613
0.17,0.07,10.256411,298.70758,0.3170175,1037.0199
0.17,0.07,10.769231,298.91962,0.32964385,1014.82776
0.17,0.07,11.282051,299.1182,0.34199944,993.0338
0.17,0.07,11.794871,299.30338,0.35408926,971.6353
0.17,0.07,12.307693,299.47552,0.36591822,950.6295
0.17,0.07,12.820513,299.63474,0.37749106,930.0131
0.17,0.07,13.333333,299.7813,0.38881245,909.78284
0.17,0.07,13.846154,299.91537,0.39988726,889.9348
0.17,0.07,14.358974,300.0372,0.41072014,870.4655
0.17,0.07,14.871795,300.1469,0.42131567,851.37067
0.17,0.07,15.384615,300.2448,0.43167847,832.6462
0.17,0.07,15.897436,300.3311,0.44181305,814.2878
0.17,0.07,16.410257,300.40588,0.451724,796.29095
0.17,0.07,16.923077,300.4694,0.4614155,778.65125
0.17,0.07,17.435898,300.5219,0.47089216,761.3639
0.17,0.07,17.948717,300.5635,0.48015815,744.4243
0.17,0.07,18.461538,300.59442,0.48921785,727.8274
0.17,0.07,18.97436,300.61484,0.49807534,711.5683
0.17,0.07,19.487179,300.625,0.5067347,695.6424
0.17,0.07,20.0,300.62503,0.51520014,680.04425
0.17,0.09,0.0,291.6402,0.0,1566.0573
0.17,0.09,0.51282054,292.17007,0.019088596,1535.9004
0.17,0.09,1.0256411,292.68176,0.037808254,1506.106
0.17,0.09,1.5384616,293.1754,0.056163512,1476.681
